c_SigleDuCours,c_TitreDuCours,c_TypeDuCours,c_NuméroDuProgramme,c_ProfilDeFormationDuprogramme,c_DépartementResponsable
"FIN 2022","Analyse financière et gestion du fonds de roulement","Cours avec examen",6774,"Administration (comptabilité et finance)","Comptabilité "
"FIN 3120","Éléments d'analyse du crédit productif en microfinance","Cours avec examen",6774,"Administration (comptabilité et finance)","Comptabilité "
"SCO 1060","Fiscalité 1","Cours avec examen",6774,"Administration (comptabilité et finance)","Comptabilité "
"SCO 2001","Initiation à la comptabilité ed management","Cours avec examen",6774,"Administration (comptabilité et finance)","Comptabilité "
"SCO 3001","Comptabilité de management et contr[ole ","Cours avec examen",6774,"Administration (comptabilité et finance)","Comptabilité "
"SCO 3202","Comptabilité intermédiaire 1","Cours avec examen",6774,"Administration (comptabilité et finance)","Comptabilité "
"SCO 3212","Comptabilité intermédiaire 2","Cours avec examen",6774,"Administration (comptabilité et finance)","Comptabilité "
"SCO 3214","Gouvernance d'entreprise: aspects comptables et financiers","Cours avec examen",6774,"Administration (comptabilité et finance)","Comptabilité "
"ADM 1450","Initiation à la gestion de projets","Cours avec examen",6774,"Administration (comptabilité et finance)","Comptabilité "
"DRT 1062","Gouvernance de l'entreprise et responsabilités juridiques des administrateurs","Cours avec examen",6774,"Administration (comptabilité et finance)","Comptabilité "
"ECO 2011","Économie du Québec","Cours avec examen",6774,"Administration (comptabilité et finance)","Comptabilité "
"FIN 1932","Fonds d'inverstissement et produits finenciers","Cours avec examen",6774,"Administration (comptabilité et finance)","Comptabilité "
"SCO 1065","Fiscalité 2","Cours avec examen",6774,"Administration (comptabilité et finance)","Comptabilité "
"SCO 2205","Présentation et analyse des états financiers","Cours avec examen",6774,"Administration (comptabilité et finance)","Comptabilité "
"SCO 4001","Certification et éthique professionnelle","Cours avec examen",6774,"Administration (comptabilité et finance)","Comptabilité "
"DRT 1060","Droit des affaires","Cours avec examen",9007,"Droit et gouvernance de l'entreprise",Droit
"DRT 1062","Gouvernance de l'entreprise et responsabilités juridiques des administrateurs","Cours avec examen",9007,"Droit et gouvernance de l'entreprise",Droit
"DRT 1080","Droit du travail au Québec","Cours avec examen",9007,"Droit et gouvernance de l'entreprise",Droit
"DRT 1910","Aspects juridiques pour planificateurs financiers","Cours avec examen",9007,"Droit et gouvernance de l'entreprise",Droit
"ECO 1300","Analyse microéconomique","Cours avec examen",979,Économie,Économie
"ECO 2400","Analyse macroéconomique","Cours avec examen",979,Économie,Économie
"ECO 2011","Économie du Québec","Cours avec examen",979,Économie,Économie
"ECO 2015","Économie internationale","Cours avec examen",979,Économie,Économie
"ECO 2021","Économie responsable","Cours avec examen",979,Économie,Économie
"ECO 1300","Analyse microéconomique","Cours avec examen",4013,Économie,Économie
"ECO 2400","Analyse macroéconomique","Cours avec examen",4013,Économie,Économie
"ECO 2011","Économie du Québec","Cours avec examen",4013,Économie,Économie
"ECO 2015","Économie internationale","Cours avec examen",4013,Économie,Économie
"ECO 2021","Économie responsable","Cours avec examen",4013,Économie,Économie
"FIN 3120","Éléments d'analyse du crédit productif en microfinance","Cours avec examen",4013,Économie,Économie
"INT 1010","Introduction au développement international","Cours avec examen",4013,Économie,Économie
"INT 2020","Théories internationales et mondialisation","Cours avec examen",4013,Économie,Économie
"ADM 3011","Éthique et responsabilité sociale des entreprises","Cours avec examen",4013,Économie,Économie
"DRT 1062","Gouvernance de l'entreprise et responsabilités juridiques des administrateurs","Cours avec examen",4013,Économie,Économie
"FIN 1932","Fonds d'inverstissement et produits finenciers","Cours avec examen",4013,Économie,Économie
"ADM 1013","Comportement organisationnel","Cours avec examen",6775,"Administration (économie)",Économie
"ADM 2007","Introduction au marketing","Cours avec examen",6775,"Administration (économie)",Économie
"SCO 1205","Initiation à la comptabilité financière","Cours avec examen",6775,"Administration (économie)",Économie
"ADM 1015","Gestion des ressources humaines","Cours avec examen",6775,"Administration (économie)",Économie
"ADM 2006","Les systèmes d'information de gestion","Cours avec examen",6775,"Administration (économie)",Économie
"ECO 1300","Analyse microéconomique","Cours avec examen",6775,"Administration (économie)",Économie
"DRT 1060","Droit des affaires","Cours avec examen",6775,"Administration (économie)",Économie
"FIN 1020","Administration financière 1","Cours avec examen",6775,"Administration (économie)",Économie
"ADM 1002","Initiation à la gestion","Cours avec examen",6775,"Administration (économie)",Économie
"ADM 3011","Éthique et responsabilité sociale des entreprises","Cours avec examen",6775,"Administration (économie)",Économie
"ECO 2400","Analyse macroéconomique","Cours avec examen",6775,"Administration (économie)",Économie
"ADM 1420","Gestion des opérations","Cours avec examen",6775,"Administration (économie)",Économie
"MQT 2001","Statistiques appliquées à la gestion","Cours avec examen",6775,"Administration (économie)",Économie
"ADM 1402","Entreprise et société","Cours avec examen",6775,"Administration (économie)",Économie
"ADM 4007","Analyse stratégique de l'entreprise","Cours avec examen",6775,"Administration (économie)",Économie
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",6775,"Administration (économie)",Économie
"ECO 2011","Économie du Québec","Cours avec examen",6775,"Administration (économie)",Économie
"ECO 2015","Économie internationale","Cours avec examen",6775,"Administration (économie)",Économie
"ECO 2021","Économie responsable","Cours avec examen",6775,"Administration (économie)",Économie
"ECO 3003","Économie du travail","Cours avec examen",6775,"Administration (économie)",Économie
"SCO 1060","Fiscalité 1","Cours avec examen",6775,"Administration (économie)",Économie
"ADM 1012","Le management du changement","Cours avec examen",6775,"Administration (économie)",Économie
"SCO 2205","Présentation et analyse des états financiers","Cours avec examen",6775,"Administration (économie)",Économie
"ADM 3012","Gestion de la diversité culturelle","Cours avec examen",6775,"Administration (économie)",Économie
"ADM 1450","Initiation à la gestion de projets","Cours avec examen",6775,"Administration (économie)",Économie
"INT 2020","Théories internationales et mondialisation","Cours avec examen",6775,"Administration (économie)",Économie
"ADM 2015","Comportement du consommateur","Cours avec examen",6775,"Administration (économie)",Économie
"SCI 1018","Statistiques avec R","Cours avec examen",6775,"Administration (économie)",Économie
"FIN 1932","Fonds d'inverstissement et produits finenciers","Cours avec examen",6775,"Administration (économie)",Économie
"FIN 1936","Valeurs mobilières et gestion de portefeuille","Cours avec examen",6775,"Administration (économie)",Économie
"ADM 4010","Stratégie d'entreprise","Cours avec examen",6775,"Administration (économie)",Économie
"COM 3028","Éducation aux médias et littérature médiatique","Cours avec examen",9019,"Enseigner et apprendre avec le numérique",Éducation
"ECO 3004","Formation et compétitivité économique","Cours avec examen",6394,"Éducation avec majeure(s)",Éducation
"INF 6400","Gestion de connaissances et informatique","Cours avec examen",6394,"Éducation avec majeure(s)",Éducation
"COM 1021","Techniques d'animation et d'intervention","Cours avec examen",6394,"Éducation avec majeure(s)",Éducation
"COM 3030","La communication interculturelle: une introduction","Cours avec examen",6394,"Éducation avec majeure(s)",Éducation
"COM 5003","Organisation, pouvoir et communication","Cours avec examen",6394,"Éducation avec majeure(s)",Éducation
"PSY 3010","Psychologie du travail et des organisations","Cours avec examen",6394,"Éducation avec majeure(s)",Éducation
"PSY 3005","Psychologie sociale","Cours avec examen",6394,"Éducation avec majeure(s)",Éducation
"RIN 2013","Conciliation emploi-famille et temps de travail","Cours avec examen",6394,"Éducation avec majeure(s)",Éducation
"ADM 1450","Initiation à la gestion de projets","Cours avec examen",6394,"Éducation avec majeure(s)",Éducation
"ADM 2011","Administration marketing","Cours avec examen",470,Entrepreneuriat,Entrepreneuriat
"ADM 2115","Réaliser un projet d'affaires","Cours avec examen",470,Entrepreneuriat,Entrepreneuriat
"ADM 1450","Initiation à la gestion de projets","Cours avec examen",470,Entrepreneuriat,Entrepreneuriat
"ADM 2115","Réaliser un projet d'affaires","Cours avec examen",4089,"Compétences entrepreneuriales et gestion des PME/PMO",Entrepreneuriat
"ADM 4007","Analyse stratégique de l'entreprise","Cours avec examen",4089,"Compétences entrepreneuriales et gestion des PME/PMO",Entrepreneuriat
"ADM 4007A","Simulation NaviSim","Cours avec examen",4089,"Compétences entrepreneuriales et gestion des PME/PMO",Entrepreneuriat
"ADM 1015","Gestion des ressources humaines","Cours avec examen",4089,"Compétences entrepreneuriales et gestion des PME/PMO",Entrepreneuriat
"ADM 1450","Initiation à la gestion de projets","Cours avec examen",4089,"Compétences entrepreneuriales et gestion des PME/PMO",Entrepreneuriat
"ADM 2011","Administration marketing","Cours avec examen",4089,"Compétences entrepreneuriales et gestion des PME/PMO",Entrepreneuriat
"ADM 2021","Marketing international","Cours avec examen",4089,"Compétences entrepreneuriales et gestion des PME/PMO",Entrepreneuriat
"FIN 2022","Analyse financière et gestion du fonds de roulement","Cours avec examen",4089,"Compétences entrepreneuriales et gestion des PME/PMO",Entrepreneuriat
"FIN 3120","Éléments d'analyse du crédit productif en microfinance","Cours avec examen",4089,"Compétences entrepreneuriales et gestion des PME/PMO",Entrepreneuriat
"SCO 1205","Initiation à la comptabilité financière","Cours avec examen",4089,"Compétences entrepreneuriales et gestion des PME/PMO",Entrepreneuriat
"ADM 3007","Initiatives de développement local et d'économie sociale","Cours avec examen",4089,"Compétences entrepreneuriales et gestion des PME/PMO",Entrepreneuriat
"ADM 3011","Éthique et responsabilité sociale des entreprises","Cours avec examen",4089,"Compétences entrepreneuriales et gestion des PME/PMO",Entrepreneuriat
"ECO 2021","Économie responsable","Cours avec examen",4089,"Compétences entrepreneuriales et gestion des PME/PMO",Entrepreneuriat
"INT 2030","Coopération internationale, gouvernance et développement démocratique","Cours avec examen",4089,"Compétences entrepreneuriales et gestion des PME/PMO",Entrepreneuriat
"ADM 7015","Stratégies de sollicitation en planification financière personnelle","Cours avec examen",4089,"Compétences entrepreneuriales et gestion des PME/PMO",Entrepreneuriat
"ECO 3005","Développement économique et emploi","Cours avec examen",4089,"Compétences entrepreneuriales et gestion des PME/PMO",Entrepreneuriat
"ADM 1013","Comportement organisationnel","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"ADM 2007","Introduction au marketing","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"SCO 1205","Initiation à la comptabilité financière","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"ADM 1015","Gestion des ressources humaines","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"ADM 2006","Les systèmes d'information de gestion","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"ECO 1300","Analyse microéconomique","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"DRT 1060","Droit des affaires","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"FIN 1020","Administration financière 1","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"ADM 1002","Initiation à la gestion","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"ADM 3011","Éthique et responsabilité sociale des entreprises","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"ECO 2400","Analyse macroéconomique","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"ADM 1420","Gestion des opérations","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"MQT 2001","Statistiques appliquées à la gestion","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"ADM 1402","Entreprise et société","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"ADM 4007","Analyse stratégique de l'entreprise","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"SCO 2006","Contrôle de gestion","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"ADM 2115","Réaliser un projet d'affaires","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"ADM 1450","Initiation à la gestion de projets","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"ADM 2011","Administration marketing","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"ADM 2021","Marketing international","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"ADM 3007","Initiatives de développement local et d'économie sociale","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"ADM 7015","Stratégies de sollicitation en planification financière personnelle","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"ECO 3005","Développement économique et emploi","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"FIN 2022","Analyse financière et gestion du fonds de roulement","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"FIN 3120","Éléments d'analyse du crédit productif en microfinance","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"INT 2030","Coopération internationale, gouvernance et développement démocratique","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"ADM 4010","Stratégie d'entreprise","Cours avec examen",6772,"Administration (entrepreneuriat)",Entrepreneuriat
"ENV 2010","Gestion des ressources: faune et habitat","Cours avec examen",265,"Gestion des ressources fauniques",Environnement
"ENV 3111","Gestion environnementale des ressources forestières","Cours avec examen",265,"Gestion des ressources fauniques",Environnement
"ENV 1101","Introduction à la gestion des ressources naturelles","Cours avec examen",4390,"Sciences de l'environnement",Environnement
"ENV 2010","Gestion des ressources: faune et habitat","Cours avec examen",4390,"Sciences de l'environnement",Environnement
"ENV 3013",Écotoxicologie,"Cours avec examen",4390,"Sciences de l'environnement",Environnement
"ENV 3022","Gestion environnementale du milieu urbain","Cours avec examen",4390,"Sciences de l'environnement",Environnement
"ENV 3111","Gestion environnementale des ressources forestières","Cours avec examen",4390,"Sciences de l'environnement",Environnement
"ENV 3114","Agroforesterie et développement durable","Cours avec examen",4390,"Sciences de l'environnement",Environnement
"ENV 4014","Technologies d'assainissement et prévention de la pollution","Cours avec examen",4390,"Sciences de l'environnement",Environnement
"ENV 4016","Améganement du territoire et environnement","Cours avec examen",4390,"Sciences de l'environnement",Environnement
"GEO 1001","Introduction à la géographie physique","Cours avec examen",4390,"Sciences de l'environnement",Environnement
"SCI 1018","Statistiques avec R","Cours avec examen",4390,"Sciences de l'environnement",Environnement
"ENV 1101","Introduction à la gestion des ressources naturelles","Cours avec examen",6004,"Sciences de l'environnement",Environnement
"SCI 1018","Statistiques avec R","Cours avec examen",6004,"Sciences de l'environnement",Environnement
"ENV 2010","Gestion des ressources: faune et habitat","Cours avec examen",6004,"Sciences de l'environnement",Environnement
"ENV 3013",Écotoxicologie,"Cours avec examen",6004,"Sciences de l'environnement",Environnement
"ENV 3022","Gestion environnementale du milieu urbain","Cours avec examen",6004,"Sciences de l'environnement",Environnement
"ENV 3111","Gestion environnementale des ressources forestières","Cours avec examen",6004,"Sciences de l'environnement",Environnement
"ENV 3114","Agroforesterie et développement durable","Cours avec examen",6004,"Sciences de l'environnement",Environnement
"ENV 4014","Technologies d'assainissement et prévention de la pollution","Cours avec examen",6004,"Sciences de l'environnement",Environnement
"ENV 4016","Améganement du territoire et environnement","Cours avec examen",6004,"Sciences de l'environnement",Environnement
"GEO 1001","Introduction à la géographie physique","Cours avec examen",6004,"Sciences de l'environnement",Environnement
"ADM 1450","Initiation à la gestion de projets","Cours avec examen",6004,"Sciences de l'environnement",Environnement
"COM 1021","Techniques d'animation et d'intervention","Cours avec examen",6004,"Sciences de l'environnement",Environnement
"COM 5000","Communication organisationnelle","Cours avec examen",6004,"Sciences de l'environnement",Environnement
"ADM 1700","Principes de l'assurance de personnes","Cours avec examen",4731,"Planification financière(cheminement général)",Finance
"ADM 7012","Retraite et planification successorale","Cours avec examen",4731,"Planification financière(cheminement général)",Finance
"ADM 7014","Approfondissement de la planification successorale","Cours avec examen",4731,"Planification financière(cheminement général)",Finance
"ADM 7030","Activité d'intégration en planification financière","Cours avec examen",4731,"Planification financière(cheminement général)",Finance
"DRT 1910","Aspects juridiques pour planificateurs financiers","Cours avec examen",4731,"Planification financière(cheminement général)",Finance
"FIN 1932","Fonds d'inverstissement et produits finenciers","Cours avec examen",4731,"Planification financière(cheminement général)",Finance
"SCO 1060","Fiscalité 1","Cours avec examen",4731,"Planification financière(cheminement général)",Finance
"SCO 1064","Fiscalité 2 pour planificateurs financiers","Cours avec examen",4731,"Planification financière(cheminement général)",Finance
"ADM 7015","Stratégies de sollicitation en planification financière personnelle","Cours avec examen",4731,"Planification financière(cheminement général)",Finance
"ECO 2400","Analyse macroéconomique","Cours avec examen",4731,"Planification financière(cheminement général)",Finance
"FIN 1020","Administration financière 1","Cours avec examen",4731,"Planification financière(cheminement général)",Finance
"SCO 1205","Initiation à la comptabilité financière","Cours avec examen",4731,"Planification financière(cheminement général)",Finance
"ADM 1700","Principes de l'assurance de personnes","Cours avec examen",4751,"Planification financière (cheminement Mouvement Desjardins)",Finance
"ADM 7012","Retraite et planification successorale","Cours avec examen",4751,"Planification financière (cheminement Mouvement Desjardins)",Finance
"ADM 7014","Approfondissement de la planification successorale","Cours avec examen",4751,"Planification financière (cheminement Mouvement Desjardins)",Finance
"ADM 7030","Activité d'intégration en planification financière","Cours avec examen",4751,"Planification financière (cheminement Mouvement Desjardins)",Finance
"DRT 1910","Aspects juridiques pour planificateurs financiers","Cours avec examen",4751,"Planification financière (cheminement Mouvement Desjardins)",Finance
"FIN 1932","Fonds d'inverstissement et produits finenciers","Cours avec examen",4751,"Planification financière (cheminement Mouvement Desjardins)",Finance
"SCO 1060","Fiscalité 1","Cours avec examen",4751,"Planification financière (cheminement Mouvement Desjardins)",Finance
"SCO 1064","Fiscalité 2 pour planificateurs financiers","Cours avec examen",4751,"Planification financière (cheminement Mouvement Desjardins)",Finance
"ADM 7015","Stratégies de sollicitation en planification financière personnelle","Cours avec examen",4751,"Planification financière (cheminement Mouvement Desjardins)",Finance
"ECO 2400","Analyse macroéconomique","Cours avec examen",4751,"Planification financière (cheminement Mouvement Desjardins)",Finance
"FIN 1020","Administration financière 1","Cours avec examen",4751,"Planification financière (cheminement Mouvement Desjardins)",Finance
"SCO 1205","Initiation à la comptabilité financière","Cours avec examen",4751,"Planification financière (cheminement Mouvement Desjardins)",Finance
"ADM 1013","Comportement organisationnel","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"ADM 2007","Introduction au marketing","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"SCO 1205","Initiation à la comptabilité financière","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"ADM 1015","Gestion des ressources humaines","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"ADM 2006","Les systèmes d'information de gestion","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"ECO 1300","Analyse microéconomique","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"DRT 1060","Droit des affaires","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"FIN 1020","Administration financière 1","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"ADM 1002","Initiation à la gestion","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"ADM 3011","Éthique et responsabilité sociale des entreprises","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"ECO 2400","Analyse macroéconomique","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"ADM 1420","Gestion des opérations","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"MQT 2001","Statistiques appliquées à la gestion","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"ADM 1402","Entreprise et société","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"ADM 4007","Analyse stratégique de l'entreprise","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"FIN 1936","Valeurs mobilières et gestion de portefeuille","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"FIN 2020","Administration financière 2","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"FIN 2022","Analyse financière et gestion du fonds de roulement","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"FIN 3120","Éléments d'analyse du crédit productif en microfinance","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"SCO 1060","Fiscalité 1","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"SCO 2001","Initiation à la comptabilité ed management","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"SCO 3001","Comptabilité de management et contr[ole ","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"SCO 3202","Comptabilité intermédiaire 1","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"SCO 3212","Comptabilité intermédiaire 2","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"SCO 3214","Gouvernance d'entreprise: aspects comptables et financiers","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"ADM 1450","Initiation à la gestion de projets","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"DRT 1062","Gouvernance de l'entreprise et responsabilités juridiques des administrateurs","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"ECO 2011","Économie du Québec","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"FIN 1932","Fonds d'inverstissement et produits finenciers","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"SCO 1065","Fiscalité 2","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"SCO 2205","Présentation et analyse des états financiers","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"SCO 4001","Certification et éthique professionnelle","Cours avec examen",6774,"Administration (comptabilité et finance)",Finance
"ADM 1013","Comportement organisationnel","Cours avec examen",6770,"Administration (planification financière)",Finance
"ADM 2007","Introduction au marketing","Cours avec examen",6770,"Administration (planification financière)",Finance
"SCO 1205","Initiation à la comptabilité financière","Cours avec examen",6770,"Administration (planification financière)",Finance
"ADM 1015","Gestion des ressources humaines","Cours avec examen",6770,"Administration (planification financière)",Finance
"ADM 2006","Les systèmes d'information de gestion","Cours avec examen",6770,"Administration (planification financière)",Finance
"ECO 1300","Analyse microéconomique","Cours avec examen",6770,"Administration (planification financière)",Finance
"DRT 1060","Droit des affaires","Cours avec examen",6770,"Administration (planification financière)",Finance
"FIN 1020","Administration financière 1","Cours avec examen",6770,"Administration (planification financière)",Finance
"ADM 1002","Initiation à la gestion","Cours avec examen",6770,"Administration (planification financière)",Finance
"ADM 3011","Éthique et responsabilité sociale des entreprises","Cours avec examen",6770,"Administration (planification financière)",Finance
"ECO 2400","Analyse macroéconomique","Cours avec examen",6770,"Administration (planification financière)",Finance
"ADM 1420","Gestion des opérations","Cours avec examen",6770,"Administration (planification financière)",Finance
"MQT 2001","Statistiques appliquées à la gestion","Cours avec examen",6770,"Administration (planification financière)",Finance
"ADM 1402","Entreprise et société","Cours avec examen",6770,"Administration (planification financière)",Finance
"ADM 4007","Analyse stratégique de l'entreprise","Cours avec examen",6770,"Administration (planification financière)",Finance
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",6770,"Administration (planification financière)",Finance
"ADM 1700","Principes de l'assurance de personnes","Cours avec examen",6770,"Administration (planification financière)",Finance
"ADM 7012","Retraite et planification successorale","Cours avec examen",6770,"Administration (planification financière)",Finance
"ADM 7014","Approfondissement de la planification successorale","Cours avec examen",6770,"Administration (planification financière)",Finance
"ADM 7015","Stratégies de sollicitation en planification financière personnelle","Cours avec examen",6770,"Administration (planification financière)",Finance
"ADM 7030","Activité d'intégration en planification financière","Cours avec examen",6770,"Administration (planification financière)",Finance
"DRT 1910","Aspects juridiques pour planificateurs financiers","Cours avec examen",6770,"Administration (planification financière)",Finance
"FIN 1932","Fonds d'inverstissement et produits finenciers","Cours avec examen",6770,"Administration (planification financière)",Finance
"SCO 1060","Fiscalité 1","Cours avec examen",6770,"Administration (planification financière)",Finance
"SCO 1064","Fiscalité 2 pour planificateurs financiers","Cours avec examen",6770,"Administration (planification financière)",Finance
"FIN 1936","Valeurs mobilières et gestion de portefeuille","Cours avec examen",6770,"Administration (planification financière)",Finance
"FIN 2020","Administration financière 2","Cours avec examen",6770,"Administration (planification financière)",Finance
"FIN 2022","Analyse financière et gestion du fonds de roulement","Cours avec examen",6770,"Administration (planification financière)",Finance
"SCO 2205","Présentation et analyse des états financiers","Cours avec examen",6770,"Administration (planification financière)",Finance
"ADM 4010","Stratégie d'entreprise","Cours avec examen",6770,"Administration (planification financière)",Finance
"FIN 6100","Fondements théoriques de la finance","Cours avec examen",3116,"Finance d'entreprise",Finance
"FIN 6103","Aspects juridiques de la finance d'entreprise","Cours avec examen",3116,"Finance d'entreprise",Finance
"FIN 6105","Diagnostic financier","Cours avec examen",3116,"Finance d'entreprise",Finance
"FIN 6111","Analyse des investissements","Cours avec examen",3116,"Finance d'entreprise",Finance
"FIN 6215","Environnement financier","Cours avec examen",3116,"Finance d'entreprise",Finance
"FIN 6235","Décisions et sources de financement des entreprises","Cours avec examen",3116,"Finance d'entreprise",Finance
"FIN 6308","Gestion de la performance et du risque","Cours avec examen",3116,"Finance d'entreprise",Finance
"FIN 6312","Gestion des risques financiers","Cours avec examen",3116,"Finance d'entreprise",Finance
"ADM 3012","Gestion de la diversité culturelle","Cours avec examen",629,"Gestion de la diversité","Gestion des ressources  humaines et relations de travail"
"ADM 4015","Modèles internationaux de gestion des ressources humaines","Cours avec examen",629,"Gestion de la diversité","Gestion des ressources  humaines et relations de travail"
"ECO 3003","Économie du travail","Cours avec examen",629,"Gestion de la diversité","Gestion des ressources  humaines et relations de travail"
"ECO 3005","Développement économique et emploi","Cours avec examen",629,"Gestion de la diversité","Gestion des ressources  humaines et relations de travail"
"RIN 1025","Équité en emploi/Équité salariale","Cours avec examen",629,"Gestion de la diversité","Gestion des ressources  humaines et relations de travail"
"RIN 2013","Conciliation emploi-famille et temps de travail","Cours avec examen",629,"Gestion de la diversité","Gestion des ressources  humaines et relations de travail"
"RIN 2015","Politiques et pratiques de gestion de la main-d'œuvre vieillissante","Cours avec examen",629,"Gestion de la diversité","Gestion des ressources  humaines et relations de travail"
"ADM 1015","Gestion des ressources humaines","Cours avec examen",564,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"ADM 4015","Modèles internationaux de gestion des ressources humaines","Cours avec examen",564,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"ADM 1013","Comportement organisationnel","Cours avec examen",564,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"ADM 4025","Séminaire thématique en gestion de ressources humaines","Cours avec examen",564,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"ADM 1404","Travail et société","Cours avec examen",564,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"ADM 2010","Gestion de la formation et développement des ressources humaines","Cours avec examen",564,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"ADM 3012","Gestion de la diversité culturelle","Cours avec examen",564,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"DRT 1080","Droit du travail au Québec","Cours avec examen",564,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"ECO 3003","Économie du travail","Cours avec examen",564,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"ECO 3004","Formation et compétitivité économique","Cours avec examen",564,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"ECO 3005","Développement économique et emploi","Cours avec examen",564,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"RIN 1011",Dotation,"Cours avec examen",564,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"RIN 1012","Droit et pratique des conventions collectives","Cours avec examen",564,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"RIN 1016","Gestion de la rémunération","Cours avec examen",564,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
