Sigle du cours,Titre du cours,Description du cours,Type de cours,Nombre de crédits,Charge hebdomadaire,Cycle d'études,Cours préalable,Département responsable, Profil de formation du programme ,Numéro du programme
ADM 4010,Stratégie d'entreprise,Introduction à la méthode de l'étude de cas suivie d'applications à trois cas différents. Un exercice virtuel qui permettra la mise en pratique de ses décisions et recommandations est à effectuer. ,Cours avec examen,3,9 heures par semaine,Premier cycle,ADM 4007,Entrepreneuriat,Administration (entrepreneuriat),6772
ADM 4055,Intervention en entrepreneuriat,Développer une posture réflexive sur le métier de gestionnaire ou de spécialiste dans un domaine d'expertise spécifique de la gestion.,A définir prochainement,3,9 heures par semaine,Premier cycle,Aucun,Entrepreneuriat,Administration (entrepreneuriat),6772
ADM 4065,Observation en entrepreneuriat,"Une observation des activités du gestionnaire dans une organisation, approfondir sa réflexion sur les connaissances, compétences et comportements nécessaires à l'exercice de ce métier.",A définir prochainement,3,9 heures par semaine,Premier cycle,Aucun,Entrepreneuriat,Administration (entrepreneuriat),6772
ENV 2010,Gestion des ressources: faune et habitat,Cerner le domaine de la gestion de la ressource faunique en mettant en relation les concepts propres aux sciences biologiques et les réalités socio-économiques dont on tient compte dans la gestion de cette ressource.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion des ressources fauniques,265
ENV 1110,Changements climatiques,"Intégrer aux connaissances actuelles, les fondements de la science des changements climatiques et les multiples enjeux environnementaux, sociaux, politiques et économiques découlant de ce phénomène.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion des ressources fauniques,265
ENV 3015,Évaluation environnementale,Connaître les outils d'analyse permettant d'évaluer les effets sur l'environnement et d'assurer un suivi environnemental des activités humaines.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion des ressources fauniques,265
ENV 3026,Économie et gestion du développement durable,"Acquérir des connaissances relatives aux concepts et aux outils économiques liées à la gestion du développement durable, à l'échelle locale et internationale.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion des ressources fauniques,265
ENV 3111,Gestion environnementale des ressources forestières,"Zones forestières du Québec. Gestion, préservation, coopératives forestières, partage des usages. Dynamique naturelle des forêts, valeur faunique, succession végétale, résilience de l'écosystème forestier.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion des ressources fauniques,265
ENV 4012,Environnement international,Le cours a pour but de sensibiliser les différents acteurs sociaux pour les amener à jouer un rôle plus actif et plus critique par rapport aux questions environnementales et au développement mondial.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion des ressources fauniques,265
ENV 1101,Introduction à la gestion des ressources naturelles,Acquérir les connaissances de base en environnement de façon à obtenir une vue d'ensemble des impacts de l'utilisation des ressources naturelles sur le fonctionnement et l'équilibre de la biosphère.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,4390
ENV 1110,Changements climatiques,"Intégrer aux connaissances actuelles, les fondements de la science des changements climatiques et les multiples enjeux environnementaux, sociaux, politiques et économiques découlant de ce phénomène.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,4390
ENV 3015,Évaluation environnementale,Connaître les outils d'analyse permettant d'évaluer les effets sur l'environnement et d'assurer un suivi environnemental des activités humaines.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,4390
ENV 2010,Gestion des ressources: faune et habitat,Cerner le domaine de la gestion de la ressource faunique en mettant en relation les concepts propres aux sciences biologiques et les réalités socio-économiques dont on tient compte dans la gestion de cette ressource.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,4390
ENV 3013,Écotoxicologie,"Reconnaître et appliquer les notions fondamentales de l'écotoxicologie à des problèmes environnementaux. Notions de base en toxicologie de l'environnement, types de toxicité, types de substances toxiques.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,4390
ENV 3017,Santé et environnement,Connaissance générale des liens entre l'environnement et la santé humaine. Connaissance de base des fondements de la santé environnementale et des approches et méthodes utilisées en santé environnementale. ,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,4390
ENV 3022,Gestion environnementale du milieu urbain,"Approfondir les enjeux pour déceler et explorer les pistes de solutions sociétales, politiques et environnementales en vue d'un développement viable des agglomérations.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,4390
ENV 3026,Économie et gestion du développement durable,"Acquérir des connaissances relatives aux concepts et aux outils économiques liées à la gestion du développement durable, à l'échelle locale et internationale.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,4390
ENV 3111,Gestion environnementale des ressources forestières,"Zones forestières du Québec. Gestion, préservation, coopératives forestières, partage des usages. Dynamique naturelle des forêts, valeur faunique, succession végétale, résilience de l'écosystème forestier.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,4390
ENV 3112,Gestion environnementale des ressources agricoles,Comprendre le rôle et l'importance des ressources biophysiques dans le secteur agricole. Comprendre aussi que l'utilisation de ces ressources doit se faire en accord avec la protection des principaux écosystèmes du Québec.,A définir prochainement,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,4390
ENV 3114,Agroforesterie et développement durable,Fondements historique et écologique de l'agroforesterie. Pratiques d'agroforesterie en milieux tempéré et tropical. Agrosylviculture. Culture itinérante. Cultures intercalaires. Jachères rotationnelles forestières.,Cours avec examen,3,9 heures par semaine,Premier cycle,ENV 1101,Environnement,Sciences de l'environnement,4390
ENV 3140,Les normes environnementales ISO 14000,Le cours a pour but de sensibiliser les différents acteurs sociaux pour les amener à jouer un rôle plus actif et plus critique par rapport aux questions environnementales et au développement mondial.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,4390
ENV 4012,Environnement international,Le cours a pour but de sensibiliser les différents acteurs sociaux pour les amener à jouer un rôle plus actif et plus critique par rapport aux questions environnementales et au développement mondial.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,4390
ENV 4014,Technologies d'assainissement et prévention de la pollution,"Avantages et limites actuelles des procédés existants ainsi que des possibilités technologiques futures, notamment celles qui sont basées sur la biotechnologie. ",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,4390
ENV 4016,Améganement du territoire et environnement,Les fondements de l'aménagement du territoire et l'évolution des enjeux et des pratiques. L'histoire et le développement de l'aménagement du territoire au Québec. ,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,4390
GEO 1001,Introduction à la géographie physique,"Les grands thèmes traités conduisent à la compréhension des interrelations entre les principales composantes du géosystème terre : l'atmosphère, l'hydrosphère, la lithosphère, la biosphère sans omettre les actions humaines.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,4390
SCI 1018,Statistiques avec R,Maîtriser les analyses statistiques de base utilisées en sciences et le logiciel statistique libre R pour réaliser ces analyses.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,4390
ENV 1101,Introduction à la gestion des ressources naturelles,Acquérir les connaissances de base en environnement de façon à obtenir une vue d'ensemble des impacts de l'utilisation des ressources naturelles sur le fonctionnement et l'équilibre de la biosphère.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,6004
ENV 1110,Changements climatiques,"Intégrer aux connaissances actuelles, les fondements de la science des changements climatiques et les multiples enjeux environnementaux, sociaux, politiques et économiques découlant de ce phénomène.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,6004
ENV 3026,Économie et gestion du développement durable,"Acquérir des connaissances relatives aux concepts et aux outils économiques liées à la gestion du développement durable, à l'échelle locale et internationale.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,6004
SCI 1018,Statistiques avec R,Maîtriser les analyses statistiques de base utilisées en sciences et le logiciel statistique libre R pour réaliser ces analyses.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,6004
ENV 3015,Évaluation environnementale,Connaître les outils d'analyse permettant d'évaluer les effets sur l'environnement et d'assurer un suivi environnemental des activités humaines.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,6004
ENV 3140,Les normes environnementales ISO 14000,Le cours a pour but de sensibiliser les différents acteurs sociaux pour les amener à jouer un rôle plus actif et plus critique par rapport aux questions environnementales et au développement mondial.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,6004
ENV 3142,Modélisation pour la prise de décision environnementale,Se familiariser avec la modélisation dynamique des processus écologiques et environnementaux. Connaître le processus d'élaboration d'un modèle dynamique en environnement. ,Information manquante,3,9 heures par semaine,Premier cycle,Information manquante,Environnement,Sciences de l'environnement,6004
GEO 1100,systèmes d'information géographique,"Maîtriser les notions de base de la cartographie. Maîtriser les méthodes d'acquisition, de préparation et d'édition de données géospatiales. ",Information manquante,3,9 heures par semaine,Premier cycle,Information manquante,Environnement,Sciences de l'environnement,6004
SCI 1013,Introduction aux méthodes de recherche scientifique,"Se familiariser avec les méthodes de recherche communes à l'ensemble des disciplines scientifiques et en reconnaître les contraintes, limites et conditions d'application.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,6004
ENV 2010,Gestion des ressources: faune et habitat,Cerner le domaine de la gestion de la ressource faunique en mettant en relation les concepts propres aux sciences biologiques et les réalités socio-économiques dont on tient compte dans la gestion de cette ressource.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,6004
ENV 3013,Écotoxicologie,"Reconnaître et appliquer les notions fondamentales de l'écotoxicologie à des problèmes environnementaux. Notions de base en toxicologie de l'environnement, types de toxicité, types de substances toxiques.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,6004
ENV 3017,Santé et environnement,Connaissance générale des liens entre l'environnement et la santé humaine. Connaissance de base des fondements de la santé environnementale et des approches et méthodes utilisées en santé environnementale. ,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,6004
ENV 3022,Gestion environnementale du milieu urbain,"Approfondir les enjeux pour déceler et explorer les pistes de solutions sociétales, politiques et environnementales en vue d'un développement viable des agglomérations.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,6004
ENV 3111,Gestion environnementale des ressources forestières,"Zones forestières du Québec. Gestion, préservation, coopératives forestières, partage des usages. Dynamique naturelle des forêts, valeur faunique, succession végétale, résilience de l'écosystème forestier.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,6004
ENV 3112,Gestion environnementale des ressources agricoles,Comprendre le rôle et l'importance des ressources biophysiques dans le secteur agricole. Comprendre aussi que l'utilisation de ces ressources doit se faire en accord avec la protection des principaux écosystèmes du Québec.,Information manquante,3,9 heures par semaine,Premier cycle,Information manquante,Environnement,Sciences de l'environnement,6004
ENV 3114,Agroforesterie et développement durable,Fondements historique et écologique de l'agroforesterie. Pratiques d'agroforesterie en milieux tempéré et tropical. Agrosylviculture. Culture itinérante. Cultures intercalaires. Jachères rotationnelles forestières.,Cours avec examen,3,9 heures par semaine,Premier cycle,ENV 1101,Environnement,Sciences de l'environnement,6004
ENV 4012,Environnement international,Le cours a pour but de sensibiliser les différents acteurs sociaux pour les amener à jouer un rôle plus actif et plus critique par rapport aux questions environnementales et au développement mondial.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,6004
ENV 4014,Technologies d'assainissement et prévention de la pollution,"Avantages et limites actuelles des procédés existants ainsi que des possibilités technologiques futures, notamment celles qui sont basées sur la biotechnologie. ",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,6004
ENV 4016,Améganement du territoire et environnement,Les fondements de l'aménagement du territoire et l'évolution des enjeux et des pratiques. L'histoire et le développement de l'aménagement du territoire au Québec. ,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,6004
ENV 4018,Gestion des océans et des zones côtières,"Les réalités environnementales des zones côtières et des océans, c'est-à-dire les ressources qu'elles produisent, les interactions entre les ressources et leurs utilisations ainsi que les structures de gestion pertinentes. ",Information manquante,3,9 heures par semaine,Premier cycle,Information manquante,Environnement,Sciences de l'environnement,6004
EUT 5120,Tourisme de nature et d'aventures,Connaître les grandes influences qui façonnent le rapport entre l'humain et le milieu naturel. Acquérir une connaissance approfondie des moyens d'intervention.,Information manquante,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,6004
GEO 1001,Introduction à la géographie physique,"Les grands thèmes traités conduisent à la compréhension des interrelations entre les principales composantes du géosystème terre : l'atmosphère, l'hydrosphère, la lithosphère, la biosphère sans omettre les actions humaines.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,6004
ADM 1450,Initiation à la gestion de projets,"Définition de ce que sont les projets. Description des types de projets, des phases et des outils de planification et de contrôle. ",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,6004
COM 1021,Techniques d'animation et d'intervention,Développer des habiletés de compréhension et d'analyse des phénomènes de communication au sein de petits groupes.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,6004
COM 3023,Déontologie et éthique de la production de l'information,Le cours présente et analyse l'univers de la régulation professionnelle des médias d'information. Il aborde les enjeux éthiques auxquels sont confrontés les producteurs d'information.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,6004
COM 5000,Communication organisationnelle,"S'initier au rôle fondamental de la communication dans les organisations et aux propriétés organisantes de la communication, en survolant les théories, enjeux, pratiques et méthodes de la communication organisationnelle.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,6004
SCI 1230,Travail scientifique et technologies de l'information,"Principales familles de tâches scientifiques faisant principalement appel aux technologies de l'information : visualisation, simulation, contrôle d'appareillage, télémesure, acquisition et analyse de données, etc.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,6004
TED 1272,Les TIC et l'apprentissage en milieu de travail,"Apprendre les bases conceptuelles de l'apprentissage en milieu de travail, et plus spécifiquement en lien avec le contexte et les méthodes d'apprentissage formel et non formel. ",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,6004
ENV 4025,Projet d'intégration,"Mettre en pratique les connaissances acquises en environnement. Réaliser un projet personnel d'intégration, dans le but d'approfondir les connaissances sur un sujet et développer ses habiletés de gestion en environnement.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,6004
ENV 4027,Séminaire,Sujets divers en environnement qui reflètent les thématiques des projets d'intégration des étudiants. Communication orale et affiche scientifique. ,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Sciences de l'environnement,6004
ENV 6002,Gestion internationale du développement durable,Environnement international et développement durable. Grands sommets et conférences internationales. Accords internationaux en environnement. Politiques environnementales internationales.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international,639
ENV 6000,Pensées écologiques et environnement international,Courants de pensée écologique en environnement depuis le milieu du 20e siècle; biomasse et bioénergie; bourse du carbone; économie des services écosystémiques; forêt tropicale et problèmes de gouvernance.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international,639
ENV 6003,"Changements climatiques: impacts, adaptation, mitigation","Science des changements climatiques, les gaz à effet de serre, la machine climatique, impacts des changements climatiques et adaptation, le protocole de Kyoto.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international,639
ENV 6005,"Populations, écosystèmes et services écosystémiques",Objectifs du millénaire de l'Organisation des Nations unies (ONU) pour le développement; évaluation des écosystèmes pour le millénaire de l'ONU; notions d'écosystèmes et de services écosystémiques.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international,639
ENV 6006,Résolution de problèmes environnementaux,"Modèles intégrés de résolution de problèmes environnementaux; intervenants; considération des aspects écologiques, économiques, politiques et socioculturels; modèles de stabilité écologique",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international,639
ENV 6007,Océans et gestion intégrée des zones côtières,"Se familiariser aux réalités environnementales des zones côtières et des océans, c'est-à-dire les ressources qu'elles produisent, les interactions entre les ressources et leurs utilisations ainsi que les structures de gestion pertinentes.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international,639
ENV 6008,Modélisation et systèmes d'aide à la décision en environnement,"Introduction aux principes de la modélisation : le rôle de la modélisation en sciences de l'environnement, la terminologie, le processus d'élaboration d'un modèle dynamique.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international,639
ENV 6010,Gestion des zones côtières: écotourisme et activités d'observation des mammifères marins,"Le cours porte sur les aspects historiques des AOMM, sur la distribution de ces activités dans le monde, en particulier dans les Amériques, sur leur importance en tant qu'industrie, sur les effets de la navigation.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international,639
ENV 6011,Fondements et pratiques en santé environnementale,Définition et histoire de la santé environnementale. Écosystèmes et santé. Développement durable et santé. Mesure des expositions et des effets. Épidémiologie. Toxicologie. Géographie de la santé.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international,639
ENV 6012,Aires marines protégées : conservation et protection de l'habitat des cétacés,Notion de sanctuaires qui ont évolué vers les aires marines protégées. Importance de ces aires pour la protection de l'habitat des cétacés. Valeur des cétacés comme base de conservation. ,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international,639
ENV 6007,Océans et gestion intégrée des zones côtières,"Se familiariser aux réalités environnementales des zones côtières et des océans, c'est-à-dire les ressources qu'elles produisent, les interactions entre les ressources et leurs utilisations ainsi que les structures de gestion pertinentes.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion intégrée dez zones côtières,961
ENV 6002,Gestion internationale du développement durable,Environnement international et développement durable. Grands sommets et conférences internationales. Accords internationaux en environnement. Politiques environnementales internationales.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion intégrée dez zones côtières,961
ENV 6003,"Changements climatiques: impacts, adaptation, mitigation","Science des changements climatiques, les gaz à effet de serre, la machine climatique, impacts des changements climatiques et adaptation, le protocole de Kyoto.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion intégrée dez zones côtières,961
ENV 6008,Modélisation et systèmes d'aide à la décision en environnement,"Introduction aux principes de la modélisation : le rôle de la modélisation en sciences de l'environnement, la terminologie, le processus d'élaboration d'un modèle dynamique.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion intégrée dez zones côtières,961
ENV 6010,Gestion des zones côtières: écotourisme et activités d'observation des mammifères marins,"Le cours porte sur les aspects historiques des AOMM, sur la distribution de ces activités dans le monde, en particulier dans les Amériques, sur leur importance en tant qu'industrie, sur les effets de la navigation.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion intégrée dez zones côtières,961
ENV 6011,Fondements et pratiques en santé environnementale,Définition et histoire de la santé environnementale. Écosystèmes et santé. Développement durable et santé. Mesure des expositions et des effets. Épidémiologie. Toxicologie. Géographie de la santé.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion intégrée dez zones côtières,961
ENV 6012,Aires marines protégées : conservation et protection de l'habitat des cétacés,Notion de sanctuaires qui ont évolué vers les aires marines protégées. Importance de ces aires pour la protection de l'habitat des cétacés. Valeur des cétacés comme base de conservation. ,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Gestion intégrée dez zones côtières,961
ENV 6002,Gestion internationale du développement durable,Environnement international et développement durable. Grands sommets et conférences internationales. Accords internationaux en environnement. Politiques environnementales internationales.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil professionnel),1937
ENV 6000,Pensées écologiques et environnement international,Courants de pensée écologique en environnement depuis le milieu du 20e siècle; biomasse et bioénergie; bourse du carbone; économie des services écosystémiques; forêt tropicale et problèmes de gouvernance.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil professionnel),1937
ENV 6003,"Changements climatiques: impacts, adaptation, mitigation","Science des changements climatiques, les gaz à effet de serre, la machine climatique, impacts des changements climatiques et adaptation, le protocole de Kyoto.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil professionnel),1937
ENV 6005,"Populations, écosystèmes et services écosystémiques",Objectifs du millénaire de l'Organisation des Nations unies (ONU) pour le développement; évaluation des écosystèmes pour le millénaire de l'ONU; notions d'écosystèmes et de services écosystémiques.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil professionnel),1937
ENV 6006,Résolution de problèmes environnementaux,"Modèles intégrés de résolution de problèmes environnementaux; intervenants; considération des aspects écologiques, économiques, politiques et socioculturels; modèles de stabilité écologique",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil professionnel),1937
ENV 6007,Océans et gestion intégrée des zones côtières,"Se familiariser aux réalités environnementales des zones côtières et des océans, c'est-à-dire les ressources qu'elles produisent, les interactions entre les ressources et leurs utilisations ainsi que les structures de gestion pertinentes.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil professionnel),1937
ENV 6008,Modélisation et systèmes d'aide à la décision en environnement,"Introduction aux principes de la modélisation : le rôle de la modélisation en sciences de l'environnement, la terminologie, le processus d'élaboration d'un modèle dynamique.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil professionnel),1937
ENV 6009,Approche écosystèmique de la santé,Définir la santé environnementale et en distinguer les enjeux principaux. Expliciter et utiliser les bases et fondements conceptuels et méthodologiques de l'approche écosystémique de la santé. ,Information manquante,3,9 heures par semaine,Premier cycle,Information manquante,Environnement,Environnement international (profil professionnel),1937
ENV 6010,Gestion des zones côtières: écotourisme et activités d'observation des mammifères marins,"Le cours porte sur les aspects historiques des AOMM, sur la distribution de ces activités dans le monde, en particulier dans les Amériques, sur leur importance en tant qu'industrie, sur les effets de la navigation.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil professionnel),1937
ENV 6011,Fondements et pratiques en santé environnementale,Définition et histoire de la santé environnementale. Écosystèmes et santé. Développement durable et santé. Mesure des expositions et des effets. Épidémiologie. Toxicologie. Géographie de la santé.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil professionnel),1937
ENV 6012,Aires marines protégées : conservation et protection de l'habitat des cétacés,Notion de sanctuaires qui ont évolué vers les aires marines protégées. Importance de ces aires pour la protection de l'habitat des cétacés. Valeur des cétacés comme base de conservation. ,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil professionnel),1937
ENV 6410,Lectures dirigées,"Sous la supervision d'un professeur encadrant, définir un sujet en lien avec les objectifs du programme puis approfondir ses connaissances théoriques sur cette problématique par un programme élaboré de lectures.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil professionnel),1937
ENV 6415,Projet personnel,Conception et réalisation d'un projet se rapportant à l'un ou l'autre des champs d'intérêt des professeurs : la modélisation comme outils de prise de décision en environnement et autres.,Cours sans examen,9,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil professionnel),1937
ENV 6425,Séminaire,Présenter les résultats du projet personnel ou de la recherche appliquée sous la forme d'une communication orale scientifique et d'une affiche scientifique en utilisant les règles de communication scientifique en vigueur.,Cours sans examen,15,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil professionnel),1937
ENV 6000,Pensées écologiques et environnement international,Courants de pensée écologique en environnement depuis le milieu du 20e siècle; biomasse et bioénergie; bourse du carbone; économie des services écosystémiques; forêt tropicale et problèmes de gouvernance.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil recherche appliquée),1938
ENV 6002,Gestion internationale du développement durable,Environnement international et développement durable. Grands sommets et conférences internationales. Accords internationaux en environnement. Politiques environnementales internationales.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil recherche appliquée),1938
ENV 6003,"Changements climatiques: impacts, adaptation, mitigation","Science des changements climatiques, les gaz à effet de serre, la machine climatique, impacts des changements climatiques et adaptation, le protocole de Kyoto.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil recherche appliquée),1938
ENV 6005,"Populations, écosystèmes et services écosystémiques",Objectifs du millénaire de l'Organisation des Nations unies (ONU) pour le développement; évaluation des écosystèmes pour le millénaire de l'ONU; notions d'écosystèmes et de services écosystémiques.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil recherche appliquée),1938
ENV 6006,Résolution de problèmes environnementaux,"Modèles intégrés de résolution de problèmes environnementaux; intervenants; considération des aspects écologiques, économiques, politiques et socioculturels; modèles de stabilité écologique",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil recherche appliquée),1938
ENV 6007,Océans et gestion intégrée des zones côtières,"Se familiariser aux réalités environnementales des zones côtières et des océans, c'est-à-dire les ressources qu'elles produisent, les interactions entre les ressources et leurs utilisations ainsi que les structures de gestion pertinentes.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil recherche appliquée),1938
ENV 6008,Modélisation et systèmes d'aide à la décision en environnement,"Introduction aux principes de la modélisation : le rôle de la modélisation en sciences de l'environnement, la terminologie, le processus d'élaboration d'un modèle dynamique.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil recherche appliquée),1938
ENV 6009,Approche écosystèmique de la santé,Définir la santé environnementale et en distinguer les enjeux principaux. Expliciter et utiliser les bases et fondements conceptuels et méthodologiques de l'approche écosystémique de la santé. ,Information manquante,3,9 heures par semaine,Premier cycle,Information manquante,Environnement,Environnement international (profil recherche appliquée),1938
ENV 6010,Gestion des zones côtières: écotourisme et activités d'observation des mammifères marins,"Le cours porte sur les aspects historiques des AOMM, sur la distribution de ces activités dans le monde, en particulier dans les Amériques, sur leur importance en tant qu'industrie, sur les effets de la navigation.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil recherche appliquée),1938
ENV 6011,Fondements et pratiques en santé environnementale,Définition et histoire de la santé environnementale. Écosystèmes et santé. Développement durable et santé. Mesure des expositions et des effets. Épidémiologie. Toxicologie. Géographie de la santé.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil recherche appliquée),1938
ENV 6012,Aires marines protégées : conservation et protection de l'habitat des cétacés,Notion de sanctuaires qui ont évolué vers les aires marines protégées. Importance de ces aires pour la protection de l'habitat des cétacés. Valeur des cétacés comme base de conservation. ,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Environnement,Environnement international (profil recherche appliquée),1938
