c_SigleDuCours,c_TitreDuCours,c_TypeDuCours,c_NuméroDuProgramme,c_ProfilDeFormationDuprogramme,c_DépartementResponsable
"LIT 4004","Littérature pour enfants","Cours sans examen",6632,"Langue et linguistique","Lettres et langues"
"LIT 4005","Le roman d'amour","Cours sans examen",6632,"Langue et linguistique","Lettres et langues"
"LIT 4006","Conteurs et nouvelistes québécois :  de Fred Pellerin à Louis Fréchette ","Cours sans examen",6632,"Langue et linguistique","Lettres et langues"
"LIT 4007","Roman et mondialisation","Cours sans examen",6632,"Langue et linguistique","Lettres et langues"
"LIT 4101","Création littéraire 1: Pastiches et exercices de style","Cours sans examen",6632,"Langue et linguistique","Lettres et langues"
"ESP 3001","Español intermedio","Cours sans examen",6632,"Langue et linguistique","Lettres et langues"
"ESP 4012","Sociolingüística del mundo hispánico","Cours sans examen",6632,"Langue et linguistique","Lettres et langues"
"LIN 4016","Aprendizaje de una segunda lengua y bilingüismo","Cours sans examen",6632,"Langue et linguistique","Lettres et langues"
"ANG 4005","Effective Written Communication","Cours sans examen",6632,"Langue et linguistique","Lettres et langues"
"ANG 4020","Advanced Written and Oral Productions","Cours sans examen",6632,"Langue et linguistique","Lettres et langues"
"LIN 4015","Second Language Learning and Bilingualism","Cours sans examen",6632,"Langue et linguistique","Lettres et langues"
"LIN 4120","Teaching English as a Secind Language using Communication Technologies","Cours sans examen",6632,"Langue et linguistique","Lettres et langues"
"LIN 4125","Teaching English as a Secind Language in Schools","Cours sans examen",6632,"Langue et linguistique","Lettres et langues"
"LIN 4128","Teaching English as a Secind Language to Adults","Cours sans examen",6632,"Langue et linguistique","Lettres et langues"
"LIN 4130","Reflexive Second Language Teaching","Cours sans examen",6632,"Langue et linguistique","Lettres et langues"
"ESP 4010","Redacción especializada en español","Cours sans examen",6632,"Langue et linguistique","Lettres et langues"
"TRA 4035","Reducción de textos","Cours sans examen",6632,"Langue et linguistique","Lettres et langues"
"FRA 3006","Rédaction administrative","Cours sans examen",6632,"Langue et linguistique","Lettres et langues"
"FRA 3008","Écriture en communication","Cours sans examen",6632,"Langue et linguistique","Lettres et langues"
"LIN 2003","Nouvelles pratiques du français","Cours sans examen",6632,"Langue et linguistique","Lettres et langues"
"PHI 2015","Pensée critique et argumentation","Cours sans examen",6632,"Langue et linguistique","Lettres et langues"
"PHI 2015","Pensée critique et argumentation","Cours sans examen",4372,"Études pluridisciplinaires",Pluridisciplinaire
"ADM 1400","Théories de l'organisation","Cours sans examen",7695,Arts,Pluridisciplinaire
"FRA 3008","Écriture en communication","Cours sans examen",7695,Arts,Pluridisciplinaire
"PHI 2015","Pensée critique et argumentation","Cours sans examen",7695,Arts,Pluridisciplinaire
"SOC 1012","Méthodologie de la recherche sociale 1","Cours sans examen",7695,Arts,Pluridisciplinaire
"ACA 6300","Histoire de vie et construction de sens","Cours sans examen",571,"Sens et projet de vie",Pluridisciplinaire
"ACA 6620","Sens et projet : définition et anticipation","Cours sans examen",571,"Sens et projet de vie",Pluridisciplinaire
"ACA 6640","Sens et projet : planification et mise en œuvre","Cours sans examen",571,"Sens et projet de vie",Pluridisciplinaire
"SCI 1013","Introduction aux méthodes de recherche scientifique","Cours sans examen",4401,"Science et technologie",Sciences
"SCI 1230","Travail scientifique et technologies de l'information","Cours sans examen",4401,"Science et technologie",Sciences
"SCI 1021","Sciences, techniques et civilisations: de l'Antiquité à la Rennaissance","Cours sans examen",4401,"Science et technologie",Sciences
"ENV 3017","Santé et environnement","Cours sans examen",4401,"Science et technologie",Sciences
"ENV 1110","Changements climatiques","Cours sans examen",4401,"Science et technologie",Sciences
"ENV 3026","Économie et gestion du développement durable","Cours sans examen",4401,"Science et technologie",Sciences
"POL 1010","Introductioon aux relations internationales","Cours sans examen",675,"Études internationales et interculturelles","Sciences humaines et sociales"
"ENV 4012","Environnement international","Cours sans examen",675,"Études internationales et interculturelles","Sciences humaines et sociales"
"ANG 4020","Advanced Written and Oral Productions","Cours sans examen",675,"Études internationales et interculturelles","Sciences humaines et sociales"
"ESP 4010","Redacción especializada en español","Cours sans examen",675,"Études internationales et interculturelles","Sciences humaines et sociales"
"ESP 4012","Sociolingüística del mundo hispánico","Cours sans examen",675,"Études internationales et interculturelles","Sciences humaines et sociales"
"PSY 1300","Introduction à la psychologie de la personnalité","Cours sans examen",259,"Introduction à la psychologie","Sciences humaines et sociales"
"PSY 1323","Motivation et émotions","Cours sans examen",259,"Introduction à la psychologie","Sciences humaines et sociales"
"PSY 1400","Introductionà la psychologie de la santé","Cours sans examen",259,"Introduction à la psychologie","Sciences humaines et sociales"
"PSY 1405","Psychologie et promotion de la santé","Cours sans examen",259,"Introduction à la psychologie","Sciences humaines et sociales"
"PSY 4001","Introductionà la psychologie cognitive","Cours sans examen",259,"Introduction à la psychologie","Sciences humaines et sociales"
"GEO 2005","Géographie du Québec","Cours sans examen",683,"Études québécoises","Sciences humaines et sociales"
"LIN 2001","Langue française: histoire générale et spécifique québécoise","Cours sans examen",683,"Études québécoises","Sciences humaines et sociales"
"LIT 4006","Conteurs et nouvelistes québécois :  de Fred Pellerin à Louis Fréchette ","Cours sans examen",683,"Études québécoises","Sciences humaines et sociales"
"GEO 2001","Introduction à la géographie humaine","Cours sans examen",755,"Géographie humaine","Sciences humaines et sociales"
"GEO 2005","Géographie du Québec","Cours sans examen",755,"Géographie humaine","Sciences humaines et sociales"
"GEO 2002","Introduction à la géographie du tourisme","Cours sans examen",755,"Géographie humaine","Sciences humaines et sociales"
"GEO 2003","Introduction à la géographie urbaine","Cours sans examen",755,"Géographie humaine","Sciences humaines et sociales"
"GEO 2004","Espaces francophones minoritaires du Canada","Cours sans examen",755,"Géographie humaine","Sciences humaines et sociales"
"GEO 2006","Espace social","Cours sans examen",755,"Géographie humaine","Sciences humaines et sociales"
"GEO 2007","États, territoires et sociétés","Cours sans examen",755,"Géographie humaine","Sciences humaines et sociales"
"PSY 1220","Psychologie de la vie adulte","Cours sans examen",228,"Psychologie du développement","Sciences humaines et sociales"
"SHS 2502","Récit et projet de formation","Cours sans examen",228,"Psychologie du développement","Sciences humaines et sociales"
"PSY 1323","Motivation et émotions","Cours sans examen",199,"Psychologie sociale","Sciences humaines et sociales"
"PSY 1400","Introductionà la psychologie de la santé","Cours sans examen",199,"Psychologie sociale","Sciences humaines et sociales"
"POL 1010","Introductioon aux relations internationales","Cours sans examen",4076,"Études internationales","Sciences humaines et sociales"
"ENV 4012","Environnement international","Cours sans examen",4076,"Études internationales","Sciences humaines et sociales"
"ENV 3026","Économie et gestion du développement durable","Cours sans examen",4076,"Études internationales","Sciences humaines et sociales"
"GEO 2001","Introduction à la géographie humaine","Cours sans examen",4076,"Études internationales","Sciences humaines et sociales"
"GEO 2007","États, territoires et sociétés","Cours sans examen",4076,"Études internationales","Sciences humaines et sociales"
"LIT 4007","Roman et mondialisation","Cours sans examen",4076,"Études internationales","Sciences humaines et sociales"
"EDU 1010","Organisation de l'éducation au Québec","Cours sans examen",5683,"Études québécoises","Sciences humaines et sociales"
"GEO 2005","Géographie du Québec","Cours sans examen",5683,"Études québécoises","Sciences humaines et sociales"
"LIN 2001","Langue française: histoire générale et spécifique québécoise","Cours sans examen",5683,"Études québécoises","Sciences humaines et sociales"
"LIT 4006","Conteurs et nouvelistes québécois :  de Fred Pellerin à Louis Fréchette ","Cours sans examen",5683,"Études québécoises","Sciences humaines et sociales"
"PSY 3500","Activité d'intégration","Cours sans examen",4350,Psychologie,"Sciences humaines et sociales"
"PSY 1300","Introduction à la psychologie de la personnalité","Cours sans examen",4350,Psychologie,"Sciences humaines et sociales"
"PSY 4001","Introductionà la psychologie cognitive","Cours sans examen",4350,Psychologie,"Sciences humaines et sociales"
"PSY 1220","Psychologie de la vie adulte","Cours sans examen",4350,Psychologie,"Sciences humaines et sociales"
"PSY 1310","Approches de la psychopathologie","Cours sans examen",4350,Psychologie,"Sciences humaines et sociales"
"PSY 1320","Les psychothérapies","Cours sans examen",4350,Psychologie,"Sciences humaines et sociales"
"PSY 1400","Introductionà la psychologie de la santé","Cours sans examen",4350,Psychologie,"Sciences humaines et sociales"
"PSY 1405","Psychologie et promotion de la santé","Cours sans examen",4350,Psychologie,"Sciences humaines et sociales"
"PSY 1323","Motivation et émotions","Cours sans examen",4350,Psychologie,"Sciences humaines et sociales"
"SCS 2013","Documentation et rédaction en sciences sociales","Cours sans examen",4373,"Sciences sociales","Sciences humaines et sociales"
"SCS 4001","Enjeux sociaux contemporains","Cours sans examen",4373,"Sciences sociales","Sciences humaines et sociales"
"GEO 2001","Introduction à la géographie humaine","Cours sans examen",4373,"Sciences sociales","Sciences humaines et sociales"
"SHS 2502","Récit et projet de formation","Cours sans examen",4373,"Sciences sociales","Sciences humaines et sociales"
"LIN 2001","Langue française: histoire générale et spécifique québécoise","Cours sans examen",4373,"Sciences sociales","Sciences humaines et sociales"
"POL 1010","Introductioon aux relations internationales","Cours sans examen",4373,"Sciences sociales","Sciences humaines et sociales"
"SCI 1021","Sciences, techniques et civilisations: de l'Antiquité à la Rennaissance","Cours sans examen",4373,"Sciences sociales","Sciences humaines et sociales"
"GEO 2002","Introduction à la géographie du tourisme","Cours sans examen",4373,"Sciences sociales","Sciences humaines et sociales"
"GEO 2003","Introduction à la géographie urbaine","Cours sans examen",4373,"Sciences sociales","Sciences humaines et sociales"
"GEO 2004","Espaces francophones minoritaires du Canada","Cours sans examen",4373,"Sciences sociales","Sciences humaines et sociales"
"GEO 2005","Géographie du Québec","Cours sans examen",4373,"Sciences sociales","Sciences humaines et sociales"
"GEO 2006","Espace social","Cours sans examen",4373,"Sciences sociales","Sciences humaines et sociales"
"GEO 2007","États, territoires et sociétés","Cours sans examen",4373,"Sciences sociales","Sciences humaines et sociales"
"LIT 4001","Littérature de masse","Cours sans examen",4373,"Sciences sociales","Sciences humaines et sociales"
"LIT 4004","Littérature pour enfants","Cours sans examen",4373,"Sciences sociales","Sciences humaines et sociales"
"LIT 4006","Conteurs et nouvelistes québécois :  de Fred Pellerin à Louis Fréchette ","Cours sans examen",4373,"Sciences sociales","Sciences humaines et sociales"
"SAM 4040","Travail dirigé","Cours sans examen",3578,"Santé mentale","Sciences humaines et sociales"
"SAM 4020","Enjeux cliniques et éthiques","Cours sans examen",3578,"Santé mentale","Sciences humaines et sociales"
"SAM 4050","Histoire de vie, formation et intervention","Cours sans examen",3578,"Santé mentale","Sciences humaines et sociales"
"SAM 4100","La médication psychriatrique","Cours sans examen",3578,"Santé mentale","Sciences humaines et sociales"
"SAM 4120","Jeunes et santé mentale","Cours sans examen",3578,"Santé mentale","Sciences humaines et sociales"
"SAM 4160","Proches aidants et intervention en santé mentale","Cours sans examen",3578,"Santé mentale","Sciences humaines et sociales"
"SAM 4220","Clinique des cas difficiles","Cours sans examen",3578,"Santé mentale","Sciences humaines et sociales"
"SAM 4250","Intervention communautaire","Cours sans examen",3578,"Santé mentale","Sciences humaines et sociales"
"SAM 4320","Histoire de la prise en charge des troubles mentaux au Québec","Cours sans examen",3578,"Santé mentale","Sciences humaines et sociales"
"SAM 4350",Psychopathologie,"Cours sans examen",3578,"Santé mentale","Sciences humaines et sociales"
"SAM 4400","Travail et santé mentale","Cours sans examen",3578,"Santé mentale","Sciences humaines et sociales"
"SAM 4450","Séminaire de cas clinique 1 ","Cours sans examen",3578,"Santé mentale","Sciences humaines et sociales"
"SAM 4455","Séminaire de cas clinique 2","Cours sans examen",3578,"Santé mentale","Sciences humaines et sociales"
